Husky,1
Cocker,1
Husky,1
Ecaille_de_tortue,2
Pincher_nain,1
Maine_coon,2
Jack_russel,1
Siamois,2
Persans,2
Husky,1
Munchkin,2
Husky,1
Abyssin,2
Bengal,2
Beagle,1
Berger_australien,1
Safari,2
Savannah,2
Sphynx,2
Husky,1
Dalmatien,1
